ADM0_NAME,value,metric,flow_name
Haiti,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Hala'ib triangle,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Heard Island and McDonald Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Holy See,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Honduras,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Hong Kong,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Howland Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Hungary,0.01648332859265833,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Iceland,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Ilemi triangle,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
India,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Indonesia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Iran  (Islamic Republic of),0.03107240744091396,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Iraq,0.1167730525224148,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Ireland,0.02633201411949156,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Isle of Man,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Israel,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Italy,0.32564590495777845,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Jamaica,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Jammu and Kashmir,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Japan,1.4479082239668286,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Jarvis Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Jersey,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Johnston Atoll,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Jordan,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Juan de Nova Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kazakhstan,0.005200245378107151,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kenya,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kingman Reef,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kiribati,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kuril islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kuwait,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Kyrgyzstan,0.20256112340460064,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Lao People's Democratic Republic,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Latvia,0.013550813435404386,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Lebanon,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Lesotho,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Liberia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Libya,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Liechtenstein,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Lithuania,0.010915662535235134,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Luxembourg,0.06920399175012967,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Ma'tan al-Sarra,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Macau,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Madagascar,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Madeira Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Malawi,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Malaysia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Maldives,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mali,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Malta,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Marshall Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Martinique,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mauritania,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mauritius,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mayotte,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mexico,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Micronesia (Federated States of),,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Midway Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
"Moldova, Republic of",0.049652444441931114,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Monaco,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mongolia,0.028894504912417393,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Montenegro,0.5030030871407355,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Montserrat,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Morocco,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Mozambique,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Myanmar,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Namibia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Nauru,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Navassa Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Nepal,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Netherlands,0.007639183634499356,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Netherlands Antilles,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
New Caledonia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
New Zealand,0.1207075428024641,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Nicaragua,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Niger,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Nigeria,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Niue,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Norfolk Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Northern Mariana Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Norway,0.16084110443798388,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Oman,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Pakistan,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Palau,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Palmyra Atoll,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Panama,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Papua New Guinea,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Paracel Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Paraguay,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Peru,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Philippines,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Pitcairn,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Poland,0.01043316684614098,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Portugal,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Puerto Rico,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Qatar,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Republic of Korea,1.7889471229196214,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Romania,0.06697682958230752,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Russian Federation,0.014994314322768754,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Rwanda,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Réunion,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saint Helena,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saint Kitts and Nevis,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saint Lucia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saint Pierre et Miquelon,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saint Vincent and the Grenadines,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Samoa,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
San Marino,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Sao Tome and Principe,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Saudi Arabia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Scarborough Reef,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Senegal,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Senkaku Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Serbia,0.12396952299103674,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Seychelles,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Sierra Leone,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Singapore,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Slovakia,0.09494269475991327,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Slovenia,0.688942428084069,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Solomon Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Somalia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
South Africa,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
South Georgia and the South Sandwich Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
South Sudan,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Spain,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Spratly Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Sri Lanka,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Sudan,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Suriname,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Svalbard and Jan Mayen Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Swaziland,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Sweden,0.013876968701730646,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Switzerland,0.6269849227264125,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Syrian Arab Republic,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Taiwan,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tajikistan,0.3081242766125014,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Thailand,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
The former Yugoslav Republic of Macedonia,0.20975376394142833,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Timor-Leste,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Togo,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tokelau,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tonga,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Trinidad and Tobago,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tromelin Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tunisia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Turkey,0.06097604042337486,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Turkmenistan,0.0070799957873515515,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Turks and Caicos islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Tuvalu,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
U.K. of Great Britain and Northern Ireland,0.03632295131954807,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Uganda,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Ukraine,0.01297084464747858,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
United Arab Emirates,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
United Republic of Tanzania,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
United States Virgin Islands,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
United States of America,0.0883599663863994,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Uruguay,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Uzbekistan,0.0050723470321491024,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Vanuatu,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Venezuela,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Viet Nam,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Wake Island,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Wallis and Futuna,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
West Bank,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Western Sahara,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Yemen,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Zambia,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Zimbabwe,,cf_median,Broadleaf_Deciduous_Cold_temperate_moist
Abyei,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Afghanistan,0.10464795658753487,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Aksai Chin,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Albania,0.37281812082155313,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Algeria,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
American Samoa,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Andorra,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Angola,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Anguilla,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Antarctica,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Antigua and Barbuda,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Argentina,0.07892473216368233,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Armenia,0.14367803045872116,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Aruba,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Arunachal Pradesh,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ashmore and Cartier Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Australia,0.16540972704003806,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Austria,0.3730784232663205,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Azerbaijan,0.22966233298213096,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Azores Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bahamas,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bahrain,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Baker Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bangladesh,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Barbados,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bassas da India,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Belarus,0.0035093104281655307,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Belgium,0.04551480375455708,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Belize,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Benin,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bermuda,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bhutan,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bird Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bolivia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bosnia and Herzegovina,0.31536195075209084,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Botswana,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bouvet Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Brazil,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
British Indian Ocean Territory,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
British Virgin Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Brunei Darussalam,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Bulgaria,0.08346151808020007,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Burkina Faso,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Burundi,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cambodia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cameroon,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Canada,0.17798175593291887,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cape Verde,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cayman Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Central African Republic,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Chad,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Chile,0.929120760348174,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
China,0.28864802882113183,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
China/India,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Christmas Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Clipperton Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cocos (Keeling) Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Colombia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Comoros,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Congo,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cook Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Costa Rica,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Croatia,0.32692389270600475,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cuba,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Cyprus,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Czech Republic,0.04297945420512956,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Côte d'Ivoire,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Dem People's Rep of Korea,0.994673616329354,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Democratic Republic of the Congo,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Denmark,0.005443375464076118,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Djibouti,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Dominica,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Dominican Republic,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ecuador,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Egypt,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
El Salvador,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Equatorial Guinea,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Eritrea,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Estonia,0.004277835991120508,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ethiopia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Europa Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Falkland Islands (Malvinas),,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Faroe Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Fiji,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Finland,0.00503842754269736,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
France,0.1372061241829409,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
French Guiana,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
French Polynesia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
French Southern and Antarctic Territories,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Gabon,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Gambia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Gaza Strip,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Georgia,0.5182524376306884,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Germany,0.059349759739481166,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ghana,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Gibraltar,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Glorioso Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Greece,0.1373472124009,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Greenland,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Grenada,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guadeloupe,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guam,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guatemala,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guernsey,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guinea,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guinea-Bissau,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Guyana,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Haiti,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Hala'ib triangle,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Heard Island and McDonald Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Holy See,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Honduras,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Hong Kong,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Howland Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Hungary,0.026686610764543116,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Iceland,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ilemi triangle,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
India,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Indonesia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Iran  (Islamic Republic of),0.07369519930013399,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Iraq,0.17454604565964585,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ireland,0.06637571004595942,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Isle of Man,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Israel,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Italy,0.4887395894465066,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Jamaica,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Jammu and Kashmir,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Japan,3.0691961432252057,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Jarvis Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Jersey,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Johnston Atoll,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Jordan,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Juan de Nova Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kazakhstan,0.031549341311149934,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kenya,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kingman Reef,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kiribati,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kuril islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kuwait,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Kyrgyzstan,0.28965685608043507,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Lao People's Democratic Republic,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Latvia,0.006148380521476019,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Lebanon,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Lesotho,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Liberia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Libya,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Liechtenstein,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Lithuania,0.0038591078966421933,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Luxembourg,0.08258641360050271,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Ma'tan al-Sarra,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Macau,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Madagascar,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Madeira Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Malawi,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Malaysia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Maldives,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mali,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Malta,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Marshall Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Martinique,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mauritania,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mauritius,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mayotte,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mexico,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Micronesia (Federated States of),,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Midway Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
"Moldova, Republic of",0.02493598379485659,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Monaco,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mongolia,0.08922330867487711,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Montenegro,0.2851446662842822,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Montserrat,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Morocco,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Mozambique,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Myanmar,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Namibia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Nauru,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Navassa Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Nepal,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Netherlands,0.0029335336925053195,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Netherlands Antilles,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
New Caledonia,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
New Zealand,0.7140579798677625,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Nicaragua,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Niger,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Nigeria,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Niue,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Norfolk Island,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Northern Mariana Islands,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Norway,0.6475993568697469,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Oman,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Pakistan,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Palau,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Palmyra Atoll,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Panama,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
Papua New Guinea,,cf_std,Broadleaf_Deciduous_Cold_temperate_moist
